id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
297508328,b04ca602-d038-47af-99a3-d657d91049cb,2025/06/17 2:13 PM,2025-06-17,2025-06-17 02:13:00 UTC,Wellington,7327328,joknight_nz,Joseph Knight,2025-07-13 06:13:44 UTC,2025-07-29 09:35:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/297508328,https://inaturalist-open-data.s3.amazonaws.com/photos/535797113/medium.jpg,,"",,3,0,false,,"Auckland Central, Auckland 1010, New Zealand",-36.8490638889,174.7706611111,14,,,,14,,open,false,,,Feral Pigeon,Columba livia domestica,Feral Pigeon,Aves,122767
300311567,08a91a5d-465c-4b60-a2c8-37505902e57e,2025/07/23 1:53 PM,2025-07-23,2025-07-23 01:53:00 UTC,Wellington,5636122,ecotechy,Ashleigh A,2025-07-23 03:46:25 UTC,2025-08-05 06:24:32 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/300311567,https://inaturalist-open-data.s3.amazonaws.com/photos/541091376/medium.jpg,,"",,2,0,false,,"Auckland Central, Auckland 1010, New Zealand",-36.8502797199,174.7709953373,4,,,,4,,open,false,,,European Goldfinch,Carduelis carduelis,欧红额金翅雀,Aves,9398
302714231,10b8c707-0377-477f-81b9-add729fd9a80,2022/10/07 8:27 AM,2022-10-07,2022-10-06 19:27:00 UTC,Wellington,8176988,jw_nz,"",2025-07-31 21:12:06 UTC,2025-08-01 00:58:16 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/302714231,https://inaturalist-open-data.s3.amazonaws.com/photos/545553859/medium.jpg,,"","",2,0,false,,"Auckland Central, Auckland 1010, New Zealand",-36.8518833612,174.7696422718,10,,,,10,,open,false,,,Western European Blackbird,Turdus merula merula,,Aves,341569
305734126,b4d985e1-5df2-40a8-a9ee-2e09680382e0,2025/07/15 4:20 PM,2025-07-15,2025-07-15 04:20:00 UTC,Wellington,7327328,joknight_nz,Joseph Knight,2025-08-12 09:55:29 UTC,2026-02-09 19:25:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/305734126,https://inaturalist-open-data.s3.amazonaws.com/photos/551278950/medium.jpg,,"",,6,0,false,,"Auckland Central, Auckland 1010, New Zealand",-36.8496150937,174.7698282044,75,,,,75,,open,false,,,Feral Pigeon,Columba livia domestica,Feral Pigeon,Aves,122767
307818546,c31025e4-46a4-4c69-8efe-2b7d76022efa,2025-08-21 08:13:18,2025-08-21,2025-08-20 20:13:18 UTC,Wellington,8176988,jw_nz,"",2025-08-20 20:16:44 UTC,2025-08-21 00:38:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/307818546,https://inaturalist-open-data.s3.amazonaws.com/photos/555270184/medium.jpg,,"",Trunk gleaning Catalpa bignonioides Indian bean tree,3,0,false,2,"Waterloo Quadrant, Auckland Central, Auckland 1010, New Zealand",-36.8505066034,174.7708756104,9,,,,9,,open,false,gps,gps,Tūī (Mainland Tūī),Prosthemadera novaeseelandiae novaeseelandiae,Tūī (Mainland Tūī),Aves,413522
309194251,ef95d944-f6f3-40ad-87d4-0b6528c4afe1,2025-08-26 16:56:44,2025-08-26,2025-08-26 04:56:44 UTC,Wellington,8854834,alienatethis,,2025-08-26 08:15:36 UTC,2025-12-27 00:47:44 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/309194251,https://inaturalist-open-data.s3.amazonaws.com/photos/557923901/medium.jpg,,"",,2,0,false,843,"Princes St, Auckland, Auckland, NZ",-36.849755,174.769945,5,,,,5,,open,false,,,Eastern Rosella,Platycercus eximius,东澳玫瑰鹦鹉,Aves,18920
310447099,04cafc21-7bd7-4383-b89f-fc86ddeef5d0,2025-08-26 11:55:58,2025-08-26,2025-08-25 23:55:58 UTC,Wellington,8819648,charlotte_sutton1,Charlotte Sutton,2025-08-31 11:32:10 UTC,2025-09-01 03:30:26 UTC,research,CC-BY,https://www.inaturalist.org/observations/310447099,https://inaturalist-open-data.s3.amazonaws.com/photos/560302602/medium.jpg,,"",,2,0,false,843,"Princes St, Auckland, Auckland, NZ",-36.8499394952,174.7698974185,22,,,,22,,open,false,,,North Island Fantail,Rhipidura fuliginosa placabilis,,Aves,413543
311875100,23cc6364-c381-42be-b7b5-be00b0ac9c87,2025-09-04 16:18:46,2025-09-04,2025-09-04 04:18:46 UTC,Wellington,2007094,sabecker,Sarah Becker,2025-09-06 08:58:46 UTC,2025-09-07 03:27:20 UTC,research,,https://www.inaturalist.org/observations/311875100,https://inaturalist-open-data.s3.amazonaws.com/photos/563124230/medium.jpg,https://static.inaturalist.org/sounds/1627002.mp3?1757149703,"",,2,0,false,2,"Auckland Central, Auckland 1010, New Zealand",-36.8506136507,174.7702781484,4,,,,4,,open,false,gps,gps,New Zealand Tūī,Prosthemadera novaeseelandiae novaeseelandiae,Tūī (Mainland Tūī),Aves,413522
314648476,2c22f61c-1530-4a7f-8d60-1a2caf596dcc,2025-09-18 08:12:07,2025-09-18,2025-09-17 20:12:07 UTC,Wellington,8176988,jw_nz,"",2025-09-17 20:23:48 UTC,2025-09-19 00:46:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/314648476,https://inaturalist-open-data.s3.amazonaws.com/photos/568317541/medium.jpg,,"",Gathering nest material ,4,0,false,2,"Auckland High Court, Auckland Central, Auckland 1010, New Zealand",-36.8487667297,174.77034688,6,,,,6,,open,false,gps,gps,North Island Fantail,Rhipidura fuliginosa placabilis,,Aves,413543
321338392,870ebb1a-6f3b-49bc-88fc-d4cb7526a854,2025-10-17 14:46:19,2025-10-17,2025-10-17 01:46:19 UTC,Wellington,7877231,amandah222,"",2025-10-17 01:51:27 UTC,2025-10-17 06:44:38 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/321338392,https://inaturalist-open-data.s3.amazonaws.com/photos/581131534/medium.jpg,,"",Excuse the terrible zoom. Roosting in a pohutukawa tree.,3,0,false,2,"Auckland Central, Auckland 1010, New Zealand",-36.8505530174,174.7695247829,9,,,,9,,open,false,gps,gps,Kererū,Hemiphaga novaeseelandiae novaeseelandiae,Kererū,Aves,413481
322180033,76fd4f0f-b206-402c-94cb-bb02de9a1ed9,2025-10-21 16:22:29,2025-10-21,2025-10-21 03:22:29 UTC,Wellington,8176988,jw_nz,"",2025-10-21 04:57:59 UTC,2025-10-22 00:00:40 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/322180033,https://inaturalist-open-data.s3.amazonaws.com/photos/582783282/medium.jpg,,"",Chasing a tūī out of the area,3,0,false,2,"Auckland Central, Auckland 1010, New Zealand",-36.850794477,174.7706378996,5,,,,5,,open,false,gps,gps,Kererū,Hemiphaga novaeseelandiae novaeseelandiae,Kererū,Aves,413481
323391026,62e94235-6533-4f7c-bf36-b951e4e3283e,2025-10-19 13:50:49+10:00,2025-10-19,2025-10-19 03:50:49 UTC,Wellington,71842,kimberlywalks,Laura Kimberly,2025-10-27 04:38:48 UTC,2025-10-27 11:13:12 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/323391026,https://inaturalist-open-data.s3.amazonaws.com/photos/585147311/medium.jpg,,"","",2,0,false,3,"University of Auckland - City Campus, Auckland, Auckland, NZ",-36.851025,174.76965,,,,,,,open,false,,,Turdus merula,Turdus merula,Common Blackbird,Aves,12716
326364460,3f31d679-12f9-41e3-a9f3-6100adc2f5f8,2025-11-13 15:28:32,2025-11-13,2025-11-13 02:28:32 UTC,Wellington,316492,kpapoulias,Kathryn Papoulias,2025-11-13 19:08:01 UTC,2025-11-13 22:14:01 UTC,research,CC-BY,https://www.inaturalist.org/observations/326364460,https://inaturalist-open-data.s3.amazonaws.com/photos/591068760/medium.jpg,,"",,3,0,false,843,"Te Araroa Trail, Auckland, Auckland, NZ",-36.8498883333,174.7707833333,14,,,,14,,open,false,,,Eastern Rosella,Platycercus eximius,东澳玫瑰鹦鹉,Aves,18920
327298624,4cbdc7f9-26a0-438c-8f19-722791d96dc8,2023/07/26 9:55 AM,2023-07-26,2023-07-25 21:55:00 UTC,Wellington,7095195,willowillowillow,Willow O'Leary,2025-11-19 21:26:29 UTC,2025-11-19 23:03:51 UTC,research,,https://www.inaturalist.org/observations/327298624,https://static.inaturalist.org/photos/592932970/medium.jpg,,"","",2,0,false,,"Auckland Central, Auckland 1010, New Zealand",-36.8506815212,174.7692156356,177,,,,177,,open,false,,,Australian Magpie,Gymnorhina tibicen,澳洲钟鹊,Aves,8575
328124601,c36c062b-13f9-4ecf-ad21-7f78a83f5f01,2025-11-25 12:51:12,2025-11-25,2025-11-24 23:51:12 UTC,Wellington,9429264,drobmun,,2025-11-24 23:54:12 UTC,2025-11-25 07:11:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/328124601,https://inaturalist-open-data.s3.amazonaws.com/photos/594521464/medium.jpg,,"",,2,0,false,2,"Auckland High Court, Auckland Central, Auckland 1010, New Zealand",-36.8495747997,174.7698154997,,,,,,,open,false,gps,gps,Sacred Kingfisher,Todiramphus sanctus,白眉翡翠,Aves,2464
328132311,493e507d-a68c-4230-b22c-e86445c281f2,2025-11-25 12:19:20,2025-11-25,2025-11-24 23:19:20 UTC,Wellington,9429264,drobmun,,2025-11-25 00:58:51 UTC,2025-11-25 03:15:35 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/328132311,https://inaturalist-open-data.s3.amazonaws.com/photos/594536689/medium.jpg,,"",,1,0,false,2,"Auckland High Court, Auckland Central, Auckland 1010, New Zealand",-36.8494986997,174.7700384997,,,,,,,open,false,gps,gps,Fantail,Rhipidura fuliginosa,Fantail,Aves,244276
329033103,260ce8d7-c4a0-4078-9996-06971f47ad07,2024-09-13 11:16:21,2024-09-13,2024-09-12 23:16:21 UTC,Wellington,8844559,ethan_parker,Ethan Parker,2025-12-01 06:25:50 UTC,2025-12-02 05:21:40 UTC,research,,https://www.inaturalist.org/observations/329033103,https://static.inaturalist.org/photos/596353396/medium.jpg,,"",,2,0,false,843,"Alfred St, Auckland, Auckland, NZ",-36.8519783333,174.7698533333,4,,,,4,,open,false,,,House Sparrow,Passer domesticus,家麻雀,Aves,13858
329033108,6e778f76-0294-4efe-a557-ae5318199717,2024-11-01 10:47:48,2024-11-01,2024-10-31 21:47:48 UTC,Wellington,8844559,ethan_parker,Ethan Parker,2025-12-01 06:25:56 UTC,2026-02-07 22:12:43 UTC,research,,https://www.inaturalist.org/observations/329033108,https://static.inaturalist.org/photos/596353412/medium.jpg,,"",,3,0,false,843,"Alfred St, Auckland, Auckland, NZ",-36.8519883333,174.7699283333,15,,,,15,,open,false,,,Feral Pigeon,Columba livia domestica,Feral Pigeon,Aves,122767
330254825,88f8d13d-ed84-4b9d-9615-22f6b13d213e,2025-12-11 08:26:33,2025-12-11,2025-12-10 19:26:33 UTC,Wellington,8176988,jw_nz,"",2025-12-10 19:36:14 UTC,2025-12-10 19:37:01 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/330254825,https://inaturalist-open-data.s3.amazonaws.com/photos/598821002/medium.jpg,,"",eating Coprosma robusta fruit,1,0,false,2,"Waterloo Quadrant, Auckland Central, Auckland 1010, New Zealand",-36.8508408908,174.7707237303,4,,,,4,,open,false,gps,gps,Kererū,Hemiphaga novaeseelandiae,Kererū,Aves,204520
331347691,83ec30c4-04e1-4327-8d67-5ba073b51c55,2025/09/23 12:49 PM,2025-09-23,2025-09-23 00:49:00 UTC,Wellington,7327328,joknight_nz,Joseph Knight,2025-12-19 21:40:15 UTC,2025-12-19 22:16:23 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/331347691,https://inaturalist-open-data.s3.amazonaws.com/photos/601075622/medium.jpg,,"",Banded.,2,0,false,,"Auckland Central, Auckland 1010, New Zealand",-36.8494138889,174.7704611111,5,,,,5,,open,false,,,House Sparrow,Passer domesticus,家麻雀,Aves,13858
331514162,6c2548e8-3279-4d53-b4ff-588b5fde09be,2025/12/21 11:45 AM,2025-12-21,2025-12-20 22:45:00 UTC,Wellington,5590722,alex_rhc,Alex Ruan,2025-12-21 06:29:50 UTC,2026-01-27 06:05:38 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/331514162,https://inaturalist-open-data.s3.amazonaws.com/photos/601418972/medium.jpg,,"",,1,0,false,,"Auckland Central, Auckland 1010, New Zealand",-36.852428869,174.7687608067,4,,,,4,,open,false,,,House Sparrow,Passer domesticus,家麻雀,Aves,13858
333350570,379aee83-bde0-4cfb-a7fc-acbe38144703,2026-01-04 09:34:38+13:00,2026-01-04,2026-01-03 20:34:38 UTC,Wellington,796620,lauramcclintock,Laura McClintock,2026-01-03 22:22:24 UTC,2026-01-03 22:39:08 UTC,research,,https://www.inaturalist.org/observations/333350570,https://static.inaturalist.org/photos/605177752/medium.jpg,,"","",1,0,false,3,"North Island, Auckland, Auckland, NZ",-36.849055,174.7692866667,4,,,,4,,open,false,,,Tūī,Prosthemadera novaeseelandiae,Tūī,Aves,12580
334448218,97563362-ad96-40c4-9f3d-5b6d7d0e8829,2026-01-12 16:18:01,2026-01-12,2026-01-12 03:18:01 UTC,Wellington,6545386,e_s_t_h_e_r,Esther,2026-01-12 03:18:35 UTC,2026-01-12 03:25:20 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/334448218,https://inaturalist-open-data.s3.amazonaws.com/photos/607361696/medium.jpg,,"",,1,0,false,843,"Alfred St, Auckland, Auckland, NZ",-36.8512103658,174.770029282,16,,,,16,,open,false,,,European Starling,Sturnus vulgaris,Starling,Aves,14850
334448579,0aab085e-958a-4471-8549-535f9ad7b986,2026-01-12 16:21:06,2026-01-12,2026-01-12 03:21:06 UTC,Wellington,6545386,e_s_t_h_e_r,Esther,2026-01-12 03:21:43 UTC,2026-01-12 03:25:12 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/334448579,https://inaturalist-open-data.s3.amazonaws.com/photos/607362416/medium.jpg,,"",,1,0,false,843,"Alfred St, Auckland, Auckland, NZ",-36.8515401479,174.7698031823,31,,,,31,,open,false,,,House Sparrow,Passer domesticus,家麻雀,Aves,13858
334544390,34413eb4-d86d-45af-b089-a6bc6fc5c035,2026-01-13 12:20:57,2026-01-13,2026-01-12 23:20:57 UTC,Wellington,6545386,e_s_t_h_e_r,Esther,2026-01-12 23:21:19 UTC,2026-01-14 16:06:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/334544390,https://inaturalist-open-data.s3.amazonaws.com/photos/607555889/medium.jpg,,"",,4,0,false,843,"Auckland, Auckland, NZ",-36.8496019376,174.7712198369,5,,,,5,,open,false,,,Feral Pigeon,Columba livia domestica,Feral Pigeon,Aves,122767
334700549,ada16fa4-4582-489e-b9f7-3bb54c0bafaa,2026-01-14 12:46:50,2026-01-14,2026-01-13 23:46:50 UTC,Wellington,6545386,e_s_t_h_e_r,Esther,2026-01-14 08:16:16 UTC,2026-01-14 08:23:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/334700549,https://inaturalist-open-data.s3.amazonaws.com/photos/607870363/medium.jpg,,"",this menace almost landed on my sandwich then proceeded to beg at my feet until it gave up and hopped away,1,0,false,843,"Auckland, Auckland, NZ",-36.8495878781,174.7711403457,27,,,,27,,open,false,,,House Sparrow,Passer domesticus,家麻雀,Aves,13858
334887263,1603ea04-6ce8-4c86-a8f3-fdc0d7fc07ec,2026-01-16 12:18:17,2026-01-16,2026-01-15 23:18:17 UTC,Wellington,6545386,e_s_t_h_e_r,Esther,2026-01-15 23:19:10 UTC,2026-01-16 00:15:44 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/334887263,https://inaturalist-open-data.s3.amazonaws.com/photos/608252119/medium.jpg,,"",,1,0,false,843,"Auckland, Auckland, NZ",-36.8498027803,174.7711713153,14,,,,14,,open,false,,,Common Blackbird,Turdus merula,Common Blackbird,Aves,12716
335284130,65c90552-d181-4551-8ee5-1f37e8504924,2026-01-19 12:24:02,2026-01-19,2026-01-18 23:24:02 UTC,Wellington,6545386,e_s_t_h_e_r,Esther,2026-01-18 23:25:05 UTC,2026-01-22 13:14:47 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/335284130,https://inaturalist-open-data.s3.amazonaws.com/photos/609059390/medium.jpg,,"",,3,0,false,843,"Auckland, Auckland, NZ",-36.8495591121,174.7712485867,34,,,,34,,open,false,,,Feral Pigeon,Columba livia domestica,Feral Pigeon,Aves,122767
336193918,9d727926-0050-4c4f-a2f2-f323cfa74b2a,2026/01/26 8:03 AM,2026-01-26,2026-01-25 19:03:00 UTC,Wellington,6677706,mikemasse,Mike Masse,2026-01-26 04:11:47 UTC,2026-01-26 08:25:39 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/336193918,https://inaturalist-open-data.s3.amazonaws.com/photos/610885159/medium.jpg,,"",female,2,0,false,,"Auckland Central, Auckland 1010, New Zealand",-36.8497253149,174.7712219442,8,,,,8,,open,false,,,Eurasian Blackbird,Turdus merula,Common Blackbird,Aves,12716
336193919,75d18534-bb9e-4e80-84ac-9df50492ee4a,2026/01/26 7:48 AM,2026-01-26,2026-01-25 18:48:00 UTC,Wellington,6677706,mikemasse,Mike Masse,2026-01-26 04:11:47 UTC,2026-01-26 08:25:36 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/336193919,https://inaturalist-open-data.s3.amazonaws.com/photos/610885207/medium.jpg,,"",male,2,0,false,,"Auckland Central, Auckland 1010, New Zealand",-36.8485946431,174.7702434405,10,,,,10,,open,false,,,Eurasian Blackbird,Turdus merula,Common Blackbird,Aves,12716
336193920,6c9a0a0d-d597-4dba-abf3-b3f4ce63d208,2026/01/26 7:58 AM,2026-01-26,2026-01-25 18:58:00 UTC,Wellington,6677706,mikemasse,Mike Masse,2026-01-26 04:11:47 UTC,2026-01-26 08:25:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/336193920,https://inaturalist-open-data.s3.amazonaws.com/photos/610885166/medium.jpg,,"",,2,0,false,,"Auckland Central, Auckland 1010, New Zealand",-36.8498819971,174.7710907978,14,,,,14,,open,false,,,New Zealand Fantail,Rhipidura fuliginosa,Fantail,Aves,244276
336193922,9b03e5cc-7a40-46a2-91f9-108ef94af8e5,2026/01/26 7:56 AM,2026-01-26,2026-01-25 18:56:00 UTC,Wellington,6677706,mikemasse,Mike Masse,2026-01-26 04:11:48 UTC,2026-01-26 08:25:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/336193922,https://inaturalist-open-data.s3.amazonaws.com/photos/610885200/medium.jpg,,"",,2,0,false,,"Auckland Central, Auckland 1010, New Zealand",-36.8493925395,174.7710317892,11,,,,11,,open,false,,,Kererū,Hemiphaga novaeseelandiae novaeseelandiae,Kererū,Aves,413481
336193923,8e706639-a381-48a0-96df-56c625c15f4e,2026/01/26 7:57 AM,2026-01-26,2026-01-25 18:57:00 UTC,Wellington,6677706,mikemasse,Mike Masse,2026-01-26 04:11:48 UTC,2026-02-26 00:09:36 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/336193923,https://inaturalist-open-data.s3.amazonaws.com/photos/610885216/medium.jpg,,"",,3,0,false,,"Auckland Central, Auckland 1010, New Zealand",-36.8496844416,174.7711283487,8,,,,8,,open,false,,,New Zealand Sacred Kingfisher,Todiramphus sanctus vagans,,Aves,413483
336193925,cae7a043-62e0-4764-a0b4-f71904244c00,2026/01/26 7:44 AM,2026-01-26,2026-01-25 18:44:00 UTC,Wellington,6677706,mikemasse,Mike Masse,2026-01-26 04:11:48 UTC,2026-01-26 08:24:55 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/336193925,https://inaturalist-open-data.s3.amazonaws.com/photos/610885254/medium.jpg,,"",,3,0,false,,"Auckland Central, Auckland 1010, New Zealand",-36.848684243,174.7703290504,8,,,,8,,open,false,,,Song Thrush,Turdus philomelos,欧歌鸫,Aves,12748
336193927,275522dd-7f0c-41d3-99a8-db514796ddd5,2026/01/26 8:52 AM,2026-01-26,2026-01-25 19:52:00 UTC,Wellington,6677706,mikemasse,Mike Masse,2026-01-26 04:11:49 UTC,2026-01-26 08:24:53 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/336193927,https://inaturalist-open-data.s3.amazonaws.com/photos/610885226/medium.jpg,,"",,3,0,false,,"Auckland Central, Auckland 1010, New Zealand",-36.8496636164,174.770851685,30,,,,30,,open,false,,,Welcome Swallow,Hirundo neoxena,Warou (Welcome Swallow),Aves,11882
336318098,239c8320-5d8c-48ea-9eb7-eff9dbeea6a0,2026/01/27 4:55 PM,2026-01-27,2026-01-27 03:55:00 UTC,Wellington,6677706,mikemasse,Mike Masse,2026-01-27 04:55:58 UTC,2026-01-27 05:18:49 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/336318098,https://inaturalist-open-data.s3.amazonaws.com/photos/611137265/medium.jpg,,"",female,1,0,false,,"Auckland Central, Auckland 1010, New Zealand",-36.8495516667,174.771255,22,,,,22,,open,false,,,Eurasian Blackbird,Turdus merula,Common Blackbird,Aves,12716
336318100,1e75d28e-0b1c-4910-a396-a19e96ec1288,2026/01/27 4:52 PM,2026-01-27,2026-01-27 03:52:00 UTC,Wellington,6677706,mikemasse,Mike Masse,2026-01-27 04:55:59 UTC,2026-01-27 05:18:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/336318100,https://inaturalist-open-data.s3.amazonaws.com/photos/611137269/medium.jpg,,"",juvenile,1,0,false,,"Auckland Central, Auckland 1010, New Zealand",-36.8495516667,174.771255,15,,,,15,,open,false,,,Eurasian Blackbird,Turdus merula,Common Blackbird,Aves,12716
336389005,a8e1fc15-a219-44ee-b5d5-d5cdff3ac7d1,2026/01/28 8:57 AM,2026-01-28,2026-01-27 19:57:00 UTC,Wellington,6677706,mikemasse,Mike Masse,2026-01-27 20:59:06 UTC,2026-01-27 22:25:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/336389005,https://inaturalist-open-data.s3.amazonaws.com/photos/611278875/medium.jpg,,"",,1,0,false,,"Auckland Central, Auckland 1010, New Zealand",-36.8499452799,174.7711889514,31,,,,31,,open,false,,,Tūī,Prosthemadera novaeseelandiae,Tūī,Aves,12580
336389008,1694f32c-2955-4428-8c5c-e5020cfdbde7,2026/01/28 8:57 AM,2026-01-28,2026-01-27 19:57:00 UTC,Wellington,6677706,mikemasse,Mike Masse,2026-01-27 20:59:06 UTC,2026-01-27 21:23:16 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/336389008,https://inaturalist-open-data.s3.amazonaws.com/photos/611278889/medium.jpg,,"",,1,0,false,,"Auckland Central, Auckland 1010, New Zealand",-36.8499154666,174.7711919181,8,,,,8,,open,false,,,Tūī,Prosthemadera novaeseelandiae,Tūī,Aves,12580
336389009,12bc8218-9125-4d87-af74-3b4535f6b409,2026/01/28 8:56 AM,2026-01-28,2026-01-27 19:56:00 UTC,Wellington,6677706,mikemasse,Mike Masse,2026-01-27 20:59:06 UTC,2026-01-27 21:23:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/336389009,https://inaturalist-open-data.s3.amazonaws.com/photos/611278897/medium.jpg,,"",,1,0,false,,"Auckland Central, Auckland 1010, New Zealand",-36.8499197593,174.7712026469,8,,,,8,,open,false,,,Tūī,Prosthemadera novaeseelandiae,Tūī,Aves,12580
336389012,d04bc5e2-b3ba-4fa3-a6e9-e43fd7136d0c,2026/01/28 8:48 AM,2026-01-28,2026-01-27 19:48:00 UTC,Wellington,6677706,mikemasse,Mike Masse,2026-01-27 20:59:07 UTC,2026-01-27 21:23:14 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/336389012,https://inaturalist-open-data.s3.amazonaws.com/photos/611278917/medium.jpg,,"",,1,0,false,,"Auckland Central, Auckland 1010, New Zealand",-36.8499197593,174.7711919181,8,,,,8,,open,false,,,Common Myna,Acridotheres tristis,家八哥,Aves,204454
336601556,8dc00f11-2229-458e-a49d-0101e590b290,2025-09-08 16:02:26,2025-09-08,2025-09-08 04:02:26 UTC,Wellington,9960570,seaslugluvr97,Gillian Houston,2026-01-29 18:49:06 UTC,2026-01-29 21:10:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/336601556,https://inaturalist-open-data.s3.amazonaws.com/photos/611712198/medium.jpg,,"",,1,0,false,843,"Auckland, NZ",-36.852005,174.7701716667,12,,,,12,,open,false,,,Eurasian Blackbird,Turdus merula,Common Blackbird,Aves,12716
337774681,5afe42d2-e816-42d9-8b81-b8602e405780,2026-02-08 08:03:28+13:00,2026-02-08,2026-02-07 19:03:28 UTC,Wellington,8695024,coongoola,,2026-02-08 07:15:46 UTC,2026-02-08 08:33:44 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/337774681,https://inaturalist-open-data.s3.amazonaws.com/photos/614111743/medium.jpg,,"","",1,0,false,3,"North Island, Auckland, Auckland, NZ",-36.8524283333,174.77005,22,,,,22,,open,false,,,Eastern Rosella,Platycercus eximius,东澳玫瑰鹦鹉,Aves,18920
340236847,3b067814-647a-4de2-a9a9-eb80d3a80956,2026-02-26 13:30:57,2026-02-26,2026-02-26 00:30:57 UTC,Wellington,9056521,jonno37,Jonathan Robles,2026-02-26 00:31:55 UTC,2026-02-26 04:27:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/340236847,https://inaturalist-open-data.s3.amazonaws.com/photos/619121725/medium.jpg,,"",,3,0,false,2,"Waterloo Quadrant, Auckland CBD, Auckland 1010, New Zealand",-36.8504101,174.7714908,50,,,,50,,open,false,,,Eurasian Blackbird,Turdus merula,Common Blackbird,Aves,12716
340237268,2ff1d6c6-4510-4aef-98a2-75f50865a98a,2026-02-26 13:33:29,2026-02-26,2026-02-26 00:33:29 UTC,Wellington,9056521,jonno37,Jonathan Robles,2026-02-26 00:35:06 UTC,2026-02-26 04:28:14 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/340237268,https://inaturalist-open-data.s3.amazonaws.com/photos/619122530/medium.jpg,,"",,4,0,false,2,"Waterloo Quadrant, Auckland CBD, Auckland 1010, New Zealand",-36.8500431902,174.7712275108,12,,,,12,,open,false,,,New Zealand Fantail,Rhipidura fuliginosa,Fantail,Aves,244276
340237687,7dfdf503-f689-44ba-b917-c929b09f58b9,2026-02-26 13:35:46,2026-02-26,2026-02-26 00:35:46 UTC,Wellington,10143720,sean-mg,Sean Gillies,2026-02-26 00:38:56 UTC,2026-02-26 04:27:08 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/340237687,https://inaturalist-open-data.s3.amazonaws.com/photos/619123325/medium.jpg,,"",Sunny day,3,0,false,2,"Waterloo Quadrant, Auckland CBD, Auckland 1010, New Zealand",-36.8499577242,174.7710675873,32,,,,32,,open,false,,,House Sparrow,Passer domesticus,家麻雀,Aves,13858
340240917,e449d8d4-8855-451a-824f-077f0f5a916c,2026-02-26 14:00:18,2026-02-26,2026-02-26 01:00:18 UTC,Wellington,10155460,gugugugugugugugu,Shijia Gu,2026-02-26 01:09:57 UTC,2026-02-26 04:26:55 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/340240917,https://inaturalist-open-data.s3.amazonaws.com/photos/619130220/medium.jpg,,"",,3,0,false,843,"Symonds St, Auckland, Auckland, NZ",-36.8503645432,174.7709249909,4,,,,4,,open,false,,,Eurasian Blackbird,Turdus merula,Common Blackbird,Aves,12716
